Name,Address,Latitude,Longitude,Description,URL
메밀밭주차장,제주특별자치도 제주시 연동 산 132,33.42656076889932,126.50383539146456,폭삭속았수다,https://map.kakao.com/?itemId=524112283
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 224-1,33.452519052367435,126.92419325167118,일출 명소(일출시간 0737 / 0736),https://map.kakao.com/?itemId=13723499
제동목장,제주특별자치도 제주시 조천읍 교래7길 218 (조천읍),33.419896610333886,126.69642250229666,,https://map.kakao.com/?itemId=25038078
도두동무지개해안도로,제주특별자치도 제주시 도두일동 1734,33.5091171163898,126.47133952635077,,https://map.kakao.com/?itemId=581695647
칠돈가 중문점,제주특별자치도 서귀포시 중문관광로 8 (색달동),33.25746206299939,126.41446316243794,,https://map.kakao.com/?itemId=1258744113
새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,33.36627670068941,126.35773282126063,,https://map.kakao.com/?itemId=25274725
동백포레스트,제주특별자치도 서귀포시 남원읍 생기악로 53-38 (남원읍),33.300306354638245,126.63619922198886,,https://map.kakao.com/?itemId=317349030
사려니숲길 주차장,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.394576754311764,126.68525894884,,https://map.kakao.com/?itemId=1122906837
비밀의숲,제주특별자치도 제주시 구좌읍 송당리 2173,33.453616383892346,126.75492884929788,,https://map.kakao.com/?itemId=82389937
이호테우해수욕장,제주특별자치도 제주시 이호일동 1665-13,33.49737680071437,126.4526908190271,✈️,https://map.kakao.com/?itemId=8552559
도두봉,제주특별자치도 제주시 도두일동 산 2,33.507907109462536,126.46837214335847,✈️,https://map.kakao.com/?itemId=7834621
용마마을,제주특별자치도 제주시 용담2동,33.51692587359507,126.50384108958612,✈️,https://map.kakao.com/?itemId=BS432621
지그라나다,제주특별자치도 제주시 도공로 86-1 1-2층 (이호일동),33.49946770910502,126.46406321781825,✈️,https://map.kakao.com/?itemId=184384827
형제해안도로,제주특별자치도 서귀포시 안덕면 사계리 (군도14호선  상모사계선),33.21675420930809,126.29335256377897,,https://map.kakao.com/?itemId=7914554
1100고지휴게소 주차장,제주특별자치도 서귀포시 1100로 1555 (색달동),33.357683966264055,126.46279798941096,,https://map.kakao.com/?itemId=20848368
섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107 (성산읍),33.423938065599344,126.9306092410115,,https://map.kakao.com/?itemId=8413659
이승이오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-4,33.34014889342982,126.62224110801468,,https://map.kakao.com/?itemId=25342411
세화해변,제주특별자치도 제주시 구좌읍 해녀박물관길 27 (구좌읍),33.52514365961195,126.86025618945986,,https://map.kakao.com/?itemId=7964223
세화민속오일시장,제주특별자치도 제주시 구좌읍 해맞이해안로 1412 (구좌읍),33.52591224797223,126.85746470500747,,https://map.kakao.com/?itemId=17600338
제이샵 제주공항점,제주특별자치도 제주시 서해안로 360 1층 (도두이동),33.51062868,126.48342771,,https://map.kakao.com/?itemId=1247141847
아마 애월점,제주특별자치도 제주시 애월읍 애월항로 2 1층 (애월읍 애월리),33.4625146,126.32678897,,https://map.kakao.com/?itemId=1859804286
서귀포천문과학문화관,제주특별자치도 서귀포시 1100로 506-1 (하원동),33.28887328,126.46042021,,https://map.kakao.com/?itemId=7938334
스타벅스 제주서해안로DT점,제주특별자치도 제주시 서해안로 624 (용담삼동),33.516679577647984,126.50357555940428,,https://map.kakao.com/?itemId=386969795
마마롱,제주특별자치도 제주시 애월읍 평화로 2783 (애월읍 광령리),33.45215748,126.43917784,,https://map.kakao.com/?itemId=27469103
제주냥이,제주특별자치도 제주시 구좌읍 해맞이해안로 1178-1 (구좌읍 평대리),33.53355047,126.83966708,,https://map.kakao.com/?itemId=1960031145
우무,제주특별자치도 제주시 한림읍 한림로 542-1 가동 1층 (한림읍 옹포리),33.40588987,126.2564457,,https://map.kakao.com/?itemId=1152497778
우진해장국,제주특별자치도 제주시 서사로 11 1층 (삼도이동),33.51151871,126.52000342,,https://map.kakao.com/?itemId=11547525
서귀포호텔,제주특별자치도 서귀포시 상예로 319 (상예동),33.2731855,126.39471591,,https://map.kakao.com/?itemId=10503501
은희네해장국 본점,제주특별자치도 제주시 고마로13길 8 1층 (일도이동),33.50852104,126.54072715,,https://map.kakao.com/?itemId=21499653
송악산둘레길,제주특별자치도 서귀포시 대정읍 상모리,33.19682324,126.29307515,,https://map.kakao.com/?itemId=1143416302
미영이네 본점,제주특별자치도 서귀포시 대정읍 하모항구로 42 1층 (대정읍 하모리),33.21774364,126.24982886,,https://map.kakao.com/?itemId=9006988
연돈,제주특별자치도 서귀포시 색달로 10 2층 (색달동),33.25885061,126.40610888,,https://map.kakao.com/?itemId=1890778114
한라산1100고지,제주특별자치도 서귀포시 색달동 산 1-2,33.35807817,126.46221969,,https://map.kakao.com/?itemId=13561566
서우봉,제주특별자치도 제주시 조천읍 함덕리 169-3,33.54584246,126.67758804,,https://map.kakao.com/?itemId=25280784
올래국수 본점,제주특별자치도 제주시 귀아랑길 24 1층 (연동),33.49150718,126.49731463,,https://map.kakao.com/?itemId=1387964178
리보스코화덕피자,제주특별자치도 제주시 수목원길 27 (연동),33.46944434343961,126.48785908504806,,https://map.kakao.com/?itemId=1923949718
협재해수욕장,제주특별자치도 제주시 한림읍 협재리,33.39431269,126.23965237,,https://map.kakao.com/?itemId=8159415
쉼표,제주특별자치도 제주시 한림읍 한림로 359 1-2층 (한림읍 협재리),33.39520983,126.24187161,,https://map.kakao.com/?itemId=20465427
함덕해수욕장,제주 제주시 조천읍 조함해안로 525 (조천읍 함덕리),33.54306157,126.66923893,,https://map.kakao.com/?itemId=8148451
소천지,제주특별자치도 서귀포시 보목동 1400,33.23956913,126.5920908,,https://map.kakao.com/?itemId=26818966
원앙폭포,제주 서귀포시 돈내코로 137 (상효동),33.30017689,126.58132967,,https://map.kakao.com/?itemId=12545248
청굴물,제주 제주시 구좌읍 김녕리 1296,33.55829187,126.75115746,,https://map.kakao.com/?itemId=17754603
연돈,제주 서귀포시 일주서로 968-10 1층 (색달동),33.25889529,126.40715815,,https://map.kakao.com/?itemId=1890778114
섭지코지,제주 서귀포시 성산읍 섭지코지로 107 (성산읍 고성리),33.42393807,126.93060924,,https://map.kakao.com/?itemId=8413659
